Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Female;20;154;3910;no;yes;112;300;Sometimes;no;200;no;243;1626;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;4127;no;yes;267;278;Frequently;no;125;no;4;404;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;176;5537;yes;yes;212;400;Sometimes;no;258;no;200;1511;no;Automobile;Insufficient_Weight
Male;18;184;6000;yes;yes;300;373;Sometimes;no;200;no;200;385;no;Automobile;Insufficient_Weight
Male;18;186;5867;yes;yes;234;394;Sometimes;no;231;no;201;1128;no;Automobile;Insufficient_Weight
Male;18;183;5993;yes;yes;286;400;Sometimes;no;200;no;200;8;no;Automobile;Insufficient_Weight
Male;17;182;5844;yes;yes;256;305;Sometimes;no;200;no;201;589;no;Automobile;Insufficient_Weight
Male;17;181;5924;yes;yes;242;400;Sometimes;no;200;no;200;39;no;Automobile;Insufficient_Weight
Male;18;171;5066;yes;yes;179;300;Sometimes;no;155;no;51;1608;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;171;5131;yes;yes;130;300;Sometimes;no;176;no;6;1673;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;174;5095;yes;yes;189;300;Sometimes;no;196;no;52;1151;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;157;4432;no;no;298;300;Frequently;no;102;yes;133;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;158;4475;no;no;300;298;Frequently;no;125;yes;98;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;160;4500;no;no;300;300;Frequently;no;249;yes;123;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;154;4200;no;yes;300;100;Frequently;no;150;no;0;513;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153;4200;no;yes;275;139;Frequently;no;132;no;46;801;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153;4200;no;yes;300;100;Frequently;no;176;no;0;561;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;172;5229;yes;yes;120;300;Sometimes;no;193;no;2;1747;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;172;5378;yes;yes;200;313;Sometimes;no;207;no;149;2000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;174;5025;yes;yes;187;300;Sometimes;no;128;no;68;1487;Sometimes;Public_Transportation;Insufficient_Weight
Male;27;182;8696;no;yes;234;158;Sometimes;no;200;no;200;554;no;Automobile;Overweight_Level_I
Male;21;164;7000;no;yes;200;100;no;no;212;no;77;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;25;181;8564;no;yes;145;399;Sometimes;no;215;no;5;1000;no;Automobile;Overweight_Level_I
Male;22;170;7558;yes;yes;220;362;Sometimes;no;182;no;99;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;6887;no;yes;121;300;no;no;241;no;95;479;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;186;8897;yes;yes;200;300;Sometimes;no;102;no;0;375;Sometimes;Public_Transportation;Overweight_Level_I
Female;42;172;8292;no;yes;282;336;Sometimes;no;272;no;300;266;Sometimes;Automobile;Overweight_Level_I
Male;21;186;8641;yes;yes;200;300;Sometimes;no;135;no;110;1000;Sometimes;Public_Transportation;Overweight_Level_I
Male;22;170;7500;yes;yes;200;300;Sometimes;no;183;no;70;142;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;175;8000;yes;yes;200;174;Sometimes;no;221;no;264;707;Frequently;Public_Transportation;Overweight_Level_I
Male;24;170;7500;yes;yes;200;300;Sometimes;no;200;no;35;1416;Sometimes;Public_Transportation;Overweight_Level_I
Female;34;164;7480;yes;no;300;115;Sometimes;no;107;no;68;0;Sometimes;Automobile;Overweight_Level_I
Female;22;161;6813;yes;yes;176;398;Sometimes;no;217;no;92;1358;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;161;6823;no;yes;200;192;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;35;153;6290;no;yes;200;211;Sometimes;no;146;no;0;997;Sometimes;Automobile;Overweight_Level_I
Female;37;155;6234;yes;yes;239;300;Sometimes;no;295;no;0;369;Sometimes;Automobile;Overweight_Level_I
Female;22;173;7818;yes;yes;258;100;Sometimes;no;200;no;229;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;163;7000;no;yes;200;100;no;no;280;no;25;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;31;163;6880;yes;yes;205;300;Sometimes;no;197;no;23;0;Sometimes;Automobile;Overweight_Level_I
Male;21;175;7911;yes;yes;300;100;Sometimes;no;200;no;257;0;Sometimes;Automobile;Overweight_Level_I
Male;20;182;8583;yes;yes;295;371;Sometimes;no;243;no;255;470;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;181;8500;yes;yes;300;300;Sometimes;no;223;no;161;628;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;171;7500;yes;yes;200;300;Sometimes;no;284;no;202;9;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;161;6772;yes;yes;200;369;no;no;300;no;123;335;Sometimes;Public_Transportation;Overweight_Level_I
Female;23;172;7595;yes;yes;200;300;Frequently;no;200;no;0;2000;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;183;8965;yes;yes;256;329;Sometimes;no;300;no;200;316;Sometimes;Public_Transportation;Overweight_Level_I
Female;22;160;6640;yes;yes;211;300;Sometimes;no;275;no;191;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;175;7793;yes;yes;292;110;Sometimes;no;153;no;136;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;18;178;8027;yes;yes;157;300;Sometimes;no;200;no;271;0;no;Public_Transportation;Overweight_Level_I
Male;21;171;7500;yes;yes;200;300;Sometimes;no;164;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;29;167;7160;yes;yes;200;300;Sometimes;no;170;no;168;0;Sometimes;Automobile;Overweight_Level_I
Male;26;176;8223;yes;yes;194;356;Sometimes;no;237;no;24;880;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;171;7500;yes;yes;271;300;Sometimes;no;300;no;110;1894;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;181;8508;yes;yes;200;300;Sometimes;no;229;no;107;197;Sometimes;Public_Transportation;Overweight_Level_I
Female;24;160;6481;no;yes;290;300;Sometimes;no;155;no;0;274;Sometimes;Public_Transportation;Overweight_Level_I
Female;33;172;7275;yes;yes;200;300;Sometimes;no;100;no;0;1339;Sometimes;Automobile;Overweight_Level_I
Male;23;171;7548;yes;yes;300;365;Sometimes;no;123;no;79;1598;Sometimes;Public_Transportation;Overweight_Level_I
Female;17;155;5493;no;yes;175;130;Sometimes;no;200;yes;11;1945;Sometimes;Public_Transportation;Overweight_Level_I
Female;16;160;6500;yes;yes;254;100;Sometimes;no;200;yes;69;1057;Sometimes;Public_Transportation;Overweight_Level_I
Female;24;159;6234;no;yes;240;266;Sometimes;no;206;no;191;1887;Sometimes;Public_Transportation;Overweight_Level_I
Female;35;167;7319;yes;no;300;281;Sometimes;no;159;no;18;0;Sometimes;Automobile;Overweight_Level_I
Male;23;186;8868;yes;yes;200;278;Sometimes;no;128;no;56;1000;Sometimes;Automobile;Overweight_Level_I
Female;37;159;6332;yes;yes;237;300;Sometimes;no;200;no;289;481;Sometimes;Automobile;Overweight_Level_I
Male;19;162;6953;no;yes;228;100;Sometimes;no;263;no;100;1285;Sometimes;Public_Transportation;Overweight_Level_I
Female;16;162;6718;yes;yes;162;100;Sometimes;no;200;yes;93;1657;no;Public_Transportation;Overweight_Level_I
Female;18;164;7000;yes;yes;200;200;Sometimes;no;233;no;1;0;no;Public_Transportation;Overweight_Level_I
Female;19;155;6063;no;yes;282;264;Sometimes;no;123;yes;75;9;Sometimes;Public_Transportation;Overweight_Level_I
Female;17;160;6500;yes;yes;300;245;Sometimes;no;200;yes;48;1721;Sometimes;Public_Transportation;Overweight_Level_I
Male;30;182;8767;no;yes;300;300;Sometimes;no;117;no;200;0;no;Automobile;Overweight_Level_I
Female;32;166;7364;yes;yes;200;300;Sometimes;no;100;no;0;1112;Sometimes;Automobile;Overweight_Level_I
Male;18;175;8000;yes;yes;200;279;Sometimes;no;238;no;10;106;no;Public_Transportation;Overweight_Level_I
Male;19;186;8814;yes;yes;206;400;Sometimes;no;243;no;200;160;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;176;7954;yes;yes;200;115;Sometimes;no;300;no;181;1690;Frequently;Public_Transportation;Overweight_Level_I
Female;18;164;6839;yes;yes;200;113;Sometimes;no;134;no;0;1593;no;Public_Transportation;Overweight_Level_I
Female;18;174;7670;yes;yes;284;300;Sometimes;no;243;no;100;1453;Frequently;Public_Transportation;Overweight_Level_I
Female;20;151;6426;no;yes;257;300;Sometimes;no;182;yes;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;28;181;8729;no;yes;300;300;Sometimes;no;121;no;200;0;no;Automobile;Overweight_Level_I
Male;27;180;8698;no;yes;265;249;Sometimes;no;200;no;200;97;no;Automobile;Overweight_Level_I
Male;21;163;7000;no;yes;200;100;no;no;201;no;63;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;22;164;7000;no;yes;200;100;no;no;207;no;73;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;27;179;8326;no;yes;128;400;Sometimes;no;250;no;0;1000;no;Automobile;Overweight_Level_I
Male;22;168;7500;yes;yes;200;300;Sometimes;no;196;no;99;117;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;162;6865;yes;yes;173;361;no;no;204;no;56;427;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;162;6877;yes;yes;145;395;no;no;211;no;51;1195;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;182;8652;yes;yes;200;300;Sometimes;no;218;no;34;5;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;181;8675;yes;yes;200;300;Sometimes;no;217;no;98;143;Sometimes;Public_Transportation;Overweight_Level_I
Female;42;177;7563;yes;yes;300;295;Sometimes;no;211;no;38;0;Sometimes;Automobile;Overweight_Level_I
Male;22;187;8925;yes;yes;200;280;Sometimes;no;108;no;44;1000;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;186;8956;yes;yes;200;300;Sometimes;no;101;no;0;798;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;167;7500;yes;yes;200;300;Sometimes;no;200;no;13;1984;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;172;7595;yes;yes;200;300;Sometimes;no;200;no;0;2000;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;175;7983;yes;yes;200;223;Sometimes;no;205;no;129;962;Frequently;Public_Transportation;Overweight_Level_I
Male;23;171;7531;yes;yes;230;304;Sometimes;no;128;no;94;366;Sometimes;Public_Transportation;Overweight_Level_I
Female;33;167;7481;yes;yes;295;120;Sometimes;no;100;no;0;174;Sometimes;Automobile;Overweight_Level_I
Female;33;168;7496;yes;yes;229;156;Sometimes;no;100;no;0;388;Sometimes;Automobile;Overweight_Level_I
Female;22;161;6794;yes;yes;191;399;Sometimes;no;260;no;192;1376;Sometimes;Public_Transportation;Overweight_Level_I
Female;22;161;6807;yes;yes;183;400;Sometimes;no;263;no;124;1981;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;37;151;6318;yes;yes;205;105;Sometimes;no;200;no;15;226;Sometimes;Automobile;Overweight_Level_I
Female;40;156;6287;yes;yes;295;300;Sometimes;no;243;no;12;360;Sometimes;Automobile;Overweight_Level_I
Female;39;155;6301;yes;yes;287;300;Sometimes;no;297;no;216;306;Sometimes;Automobile;Overweight_Level_I
Female;22;173;7855;yes;yes;229;100;Sometimes;no;200;no;206;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;174;7888;yes;yes;251;100;Sometimes;no;200;no;212;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;162;7000;no;yes;200;100;no;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;29;164;6991;yes;yes;237;300;Sometimes;no;193;no;158;0;Sometimes;Automobile;Overweight_Level_I
Female;31;169;7193;yes;yes;262;300;Sometimes;no;177;no;76;687;Sometimes;Automobile;Overweight_Level_I
Male;23;175;7941;yes;yes;300;100;Sometimes;no;200;no;232;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;175;8000;yes;yes;222;119;Sometimes;no;200;no;200;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;182;8500;yes;yes;300;300;Sometimes;no;276;no;176;453;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;181;8507;yes;yes;280;300;Sometimes;no;273;no;221;144;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;180;8500;yes;yes;219;300;Sometimes;no;272;no;153;1000;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;181;8526;yes;yes;297;339;Sometimes;no;213;no;232;679;Sometimes;Public_Transportation;Overweight_Level_I
Male;22;170;7506;yes;yes;209;355;Sometimes;no;208;no;199;674;Sometimes;Public_Transportation;Overweight_Level_I
Female;22;160;6802;yes;yes;190;327;no;no;293;no;99;308;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;161;6811;yes;yes;198;355;no;no;222;no;98;460;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;175;7796;yes;yes;245;237;Sometimes;no;181;no;9;1651;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;175;7797;yes;yes;284;211;Sometimes;no;164;no;112;968;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;186;8711;yes;yes;221;400;Sometimes;no;237;no;200;623;Sometimes;Public_Transportation;Overweight_Level_I
Male;22;190;9052;yes;yes;243;372;Sometimes;no;288;no;182;426;Sometimes;Public_Transportation;Overweight_Level_I
Male;22;161;6662;yes;yes;236;338;Sometimes;no;218;no;136;15;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;176;7837;yes;yes;300;100;Sometimes;no;200;no;297;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;176;7830;yes;yes;300;100;Sometimes;no;200;no;288;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;178;8009;yes;yes;108;121;Sometimes;no;257;no;300;818;no;Public_Transportation;Overweight_Level_I
Male;21;171;7500;yes;yes;200;300;Sometimes;no;133;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;168;7500;yes;yes;200;300;Sometimes;no;116;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;28;170;7424;yes;yes;200;300;Sometimes;no;200;no;172;0;Sometimes;Automobile;Overweight_Level_I
Male;29;177;8205;yes;yes;106;399;Sometimes;no;203;no;82;895;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;175;8002;yes;yes;199;317;Sometimes;no;236;no;122;22;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;169;7500;yes;yes;262;300;Sometimes;no;282;no;75;2000;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;182;8500;yes;yes;295;300;Sometimes;no;300;no;243;562;Sometimes;Public_Transportation;Overweight_Level_I
Female;22;158;6536;no;yes;202;300;Sometimes;no;108;no;52;809;Sometimes;Public_Transportation;Overweight_Level_I
Female;30;165;7358;yes;yes;200;300;Sometimes;no;100;no;0;19;Sometimes;Automobile;Overweight_Level_I
Female;31;165;6917;yes;yes;200;300;Sometimes;no;113;no;6;0;Sometimes;Automobile;Overweight_Level_I
Male;23;171;7538;yes;yes;256;311;Sometimes;no;117;no;18;923;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;146;5552;no;yes;200;300;Sometimes;no;104;yes;50;1783;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;150;5538;no;yes;200;300;Sometimes;no;127;yes;13;979;Sometimes;Public_Transportation;Overweight_Level_I
Female;17;160;6500;yes;yes;296;100;Sometimes;no;200;yes;74;1344;no;Public_Transportation;Overweight_Level_I
Female;22;156;6360;no;yes;254;159;Sometimes;no;198;no;126;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;27;155;6288;no;yes;224;170;Sometimes;no;100;no;79;395;Sometimes;Public_Transportation;Overweight_Level_I
Female;35;165;7392;yes;no;300;273;Sometimes;no;162;no;90;0;Sometimes;Automobile;Overweight_Level_I
Male;24;186;8610;yes;yes;200;237;Sometimes;no;168;no;107;1000;Sometimes;Automobile;Overweight_Level_I
Male;23;185;8708;yes;yes;200;110;Sometimes;no;133;no;126;1000;Sometimes;Automobile;Overweight_Level_I
Female;40;157;6221;yes;yes;225;300;Sometimes;no;276;no;102;213;Sometimes;Automobile;Overweight_Level_I
Female;16;162;6791;yes;yes;285;100;Sometimes;no;200;no;98;1765;no;Public_Transportation;Overweight_Level_I
Female;17;164;6744;yes;yes;131;107;Sometimes;no;136;yes;0;58;no;Public_Transportation;Overweight_Level_I
Female;16;161;6500;yes;yes;132;100;Sometimes;no;200;yes;37;966;no;Public_Transportation;Overweight_Level_I
Female;18;165;6882;yes;yes;200;141;Sometimes;no;186;no;0;1306;no;Public_Transportation;Overweight_Level_I
Female;19;162;6998;yes;yes;225;275;Sometimes;no;233;no;82;24;no;Public_Transportation;Overweight_Level_I
Female;20;151;6110;no;yes;278;300;Sometimes;no;170;yes;94;880;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;152;6027;no;yes;284;274;Sometimes;no;114;yes;75;1287;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;160;6500;yes;yes;300;297;Sometimes;no;200;yes;18;166;Sometimes;Public_Transportation;Overweight_Level_I
Male;33;184;8786;no;yes;281;261;Sometimes;no;186;no;200;516;no;Automobile;Overweight_Level_I
Female;33;173;7592;yes;yes;201;263;Sometimes;no;105;no;55;480;Sometimes;Automobile;Overweight_Level_I
Female;19;176;8000;yes;yes;200;141;Sometimes;no;265;no;288;954;no;Public_Transportation;Overweight_Level_I
Female;19;176;8000;yes;yes;200;110;Sometimes;no;247;no;288;794;no;Public_Transportation;Overweight_Level_I
Male;19;180;8520;yes;yes;246;331;Sometimes;no;208;no;178;872;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;181;8614;yes;yes;264;382;Sometimes;no;240;no;204;472;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;176;7872;yes;yes;200;300;Sometimes;no;281;no;23;2000;Frequently;Public_Transportation;Overweight_Level_I
Female;19;176;7999;yes;yes;200;266;Sometimes;no;278;no;196;1409;Frequently;Public_Transportation;Overweight_Level_I
Female;18;162;6939;yes;yes;222;100;Sometimes;no;220;no;10;1899;no;Public_Transportation;Overweight_Level_I
Female;21;171;7500;yes;yes;210;300;Sometimes;no;187;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;17;154;5726;no;yes;197;234;Sometimes;no;171;yes;10;1191;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;182;8703;no;yes;229;171;Sometimes;no;180;no;166;927;no;Automobile;Overweight_Level_I
Male;27;182;8711;no;yes;297;274;Sometimes;no;139;no;200;470;no;Automobile;Overweight_Level_I
Male;21;164;7000;no;yes;200;100;no;no;288;no;92;0;Sometimes;Public_Transportation;Overweight_Level_I
